smiles,pxr,null,pxr_pap,fxr,pparg,lxra,rxra,vdr
CC(C)NC(=O)C1=C(c2ccccc2)c2ccc(OCCN3CCOCC3)cc2/C1=[N+](/C)[O-],,,,,6.7,,,
CC(C)NC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2cn[nH]c21,,,,6.22,,,,
CC(C)NC(=O)NCCN(C1CCOCC1)C1CCN(S(C)(=O)=O)CC1,3.16,,,,,,,
CC(C)NC(=O)c1cccc(Oc2cccc(-c3c(Cc4ccccc4)cnc4c(C(F)(F)F)cccc34)c2)c1,,,,,,7.13,,
CC(C)NCC(O)c1ccccc1Cl,3.33,1.98,,,,,,
CC(C)Nc1cccc(-c2cn(CCn3cccn3)nn2)c1,4.83,2.0,,,,,,
CC(C)Nc1ncc(C(=O)NC2CCSC2)cn1,3.73,,,,,,,
CC(C)Nc1ncc(C(=O)N[C@@H](Cc2ccccc2)C(N)=O)cn1,4.13,,,,,,,
CC(C)O/N=C/c1ccc(OC(Cc2ccccc2)C(=O)O)cc1,,,,,5.25,,,
CC(C)OC(=O)/C=C/c1cc(F)cc(N(Cc2ccc(-c3ccc(N(C)C)cc3)c(C#N)c2)C(=O)C2CCCCC2)c1,,,,6.1,,,,
CC(C)OC(=O)/C=C/c1cc(N(Cc2ccc(-c3ccc(N(C)C)cc3)c(C#N)c2)C(=O)C2CCCCC2)ccc1F,,,,6.1,,,,
CC(C)OC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(N(C)C)cc3)c(C#N)c2)C(=O)C2CCCCC2)c1,,,,6.22,,,,
CC(C)OC(=O)/C=C/c1cccc(N(Cc2ccc(-c3ccc(N(C)C)cc3)c(C#N)c2)C(=O)C2CCCCC2)c1F,,,,6.05,,,,
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,4.92,2.05,,,5.3149999999999995,,,
CC(C)OC(=O)C1=C(c2ccccc2)c2ccc(OCCN3CCOCC3)cc2/C1=[N+](/C)[O-],,,,,7.6,,,
CC(C)OC(=O)C1=CN(C(=O)C2CCCCC2)CC(C)(C)c2cc(C#N)[nH]c21,,,,8.19,,,,
CC(C)OC(=O)C1=CN(C(=O)N2CCN(C)CC2)CC(C)(C)c2c(C(F)(F)F)n[nH]c21,,,,6.22,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(C#N)cc2)CC(C)(C)c2cc(C#N)[nH]c21,,,,7.46,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(CCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21,,,,6.47,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(CCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,,,,6.22,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(CN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21,,,,6.35,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(CN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,,,,7.64,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccc(F)cc21,,,,7.35,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2c1[nH]c1ccccc21,,,,7.77,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2cc(C#N)[nH]c21,,,,8.2,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2cn[nH]c21,,,,6.22,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)c(OCCN3CCOCC3)c2)CC(C)(C)c2c(C(F)(F)F)n[nH]c21,,,,6.22,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)cc2)CC(C)(C)c2c1[nH]c1ccccc21,,,,8.1,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)cc2)CC(C)(C)c2cc(C#N)[nH]c21,,,,8.3,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(F)cc2)CCc2c1[nH]c1ccccc21,,,,6.3,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN(C)C)cc2)CC(C)(C)c2c1[nH]c1ccccc21,,,,6.57,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,,,,6.44,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCCCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,,,,6.37,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCN(C)CC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,,,,6.71,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21,,,,7.06,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,,,,7.0,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN(C)C)cc2)CC(C)(C)c2c1[nH]c1ccccc21,,,,6.36,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,,,,6.16,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCCCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,,,,5.97,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCN(C)CC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,,,,6.54,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1cc(F)ccc21,,,,7.0,,,,
CC(C)OC(=O)C1=CN(C(=O)c2ccc(OCCN3CCOCC3)cc2)CC(C)(C)c2c1[nH]c1ccccc21,,,,6.6,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(C(F)(F)F)c2)CC(C)(C)c2cc(C#N)[nH]c21,,,,8.07,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(CN3CCCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,,,,6.47,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(CN3CCCCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,,,,6.27,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(CN3CCN(C)CC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,,,,6.43,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(CN3CCOCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,,,,5.8,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(Cl)c2)CC(C)(C)c2cc(C#N)[nH]c21,,,,7.92,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(F)c2)CC(C)(C)c2cc(C#N)[nH]c21,,,,8.559999999999999,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCCN(C)C)c2)CC(C)(C)c2c1[nH]c1ccccc21,,,,6.21,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCCN3CCCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,,,,5.79,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCCN3CCCCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,,,,5.95,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCCN3CCN(C)CC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,,,,5.99,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCCN3CCOCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,,,,6.1,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN(C)C)c2)CC(C)(C)c2c1[nH]c1ccccc21,,,,5.86,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN3CCCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,,,,5.88,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN3CCCCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,,,,6.05,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN3CCN(C)CC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,,,,5.54,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN3CCOCC3)c2)CC(C)(C)c2c(C(F)(F)F)n[nH]c21,,,,6.22,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccc(OCCN3CCOCC3)c2)CC(C)(C)c2c1[nH]c1ccccc21,,,,6.07,,,,
CC(C)OC(=O)C1=CN(C(=O)c2cccs2)CC(C)(C)c2cc(C#N)[nH]c21,,,,7.8,,,,
CC(C)OC(=O)C1CN(C(=O)C2CCCCC2)CC(C)(C)c2cc(C#N)[nH]c21,,,,5.72,,,,
CC(C)OC(=O)C1CN(C(=O)C2CCOCC2)CC(C)(C)c2cc(C#N)[nH]c21,,,,5.48,,,,
CC(C)OC(=O)C1CN(C(=O)c2ccc(C#N)cc2)CC(C)(C)c2cc(C#N)[nH]c21,,,,5.24,,,,
CC(C)OC(=O)C1CN(C(=O)c2ccc(Cl)cc2)CC(C)(C)c2cc(C#N)[nH]c21,,,,5.39,,,,
CC(C)OC(=O)C1CN(C(=O)c2ccc(F)c(F)c2)CC(C)(C)c2cc(C#N)[nH]c21,,,,6.55,,,,
CC(C)OC(=O)C1CN(C(=O)c2ccc(F)cc2)CC(C)(C)c2cc(C#N)[nH]c21,,,,6.19,,,,
CC(C)OC(=O)C1CN(C(=O)c2cccc(C(F)(F)F)c2)CC(C)(C)c2cc(C#N)[nH]c21,,,,5.57,,,,
CC(C)OC(=O)C1CN(C(=O)c2cccc(Cl)c2)CC(C)(C)c2cc(C#N)[nH]c21,,,,5.89,,,,
CC(C)OC(=O)C1CN(C(=O)c2cccc(F)c2)CC(C)(C)c2cc(C#N)[nH]c21,,,,5.89,,,,
CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/C(F)(F)COc2ccccc2)[C@H](O)C[C@@H]1O,4.92,1.98,,,,,,
CC(C)OC(=O)N1CCN(c2cccc(S(C)(=O)=O)c2)CC1c1ccccc1,,,,,,4.7,,
CC(C)OC(=O)NCC[C@@H](C)C1CC[C@H]2[C@@H]3[C@H](O)CC4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,5.6,,,,
CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,4.48,2.25,,,,,,
CC(C)OC(Cc1ccc(OCCc2noc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)cc1)C(=O)O,,,,,8.4,,,
CC(C)OC(Cc1ccc(OCCc2noc(-c3ccc(Cl)cc3)n2)cc1)C(=O)O,,,,,7.6,,,
CC(C)OC(Cc1ccc(OCCc2noc(-c3ccc(F)cc3)n2)cc1)C(=O)O,,,,,7.4,,,
CC(C)OC(Cc1ccc(OCCc2noc(-c3cccc(C(F)(F)F)c3)n2)cc1)C(=O)O,,,,,8.22,,,
CC(C)OC(Cc1ccc(OCCc2noc(-c3cccc(Cl)c3)n2)cc1)C(=O)O,,,,,8.4,,,
CC(C)OC(Cc1ccc(OCCc2noc(-c3cccc(F)c3)n2)cc1)C(=O)O,,,,,8.7,,,
CC(C)OC(Cc1ccc(OCCc2noc(-c3ccccc3)n2)cc1)C(=O)O,,,,,7.89,,,
CC(C)OC(Cc1ccc(OCCc2noc(-c3ccccc3C(F)(F)F)n2)cc1)C(=O)O,,,,,6.51,,,
CC(C)OC(Cc1ccc(OCc2noc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)cc1)C(=O)O,,,,,7.5,,,
CC(C)OC(Cc1ccc(OCc2noc(-c3cc(F)cc(F)c3)n2)cc1)C(=O)O,,,,,7.0,,,
CC(C)OC(Cc1ccc(OCc2noc(-c3ccc(Br)cc3)n2)cc1)C(=O)O,,,,,7.5,,,
CC(C)OC(Cc1ccc(OCc2noc(-c3ccc(C(C)(C)C)cc3)n2)cc1)C(=O)O,,,,,8.52,,,
CC(C)OC(Cc1ccc(OCc2noc(-c3ccc(C(C)C)cc3)n2)cc1)C(=O)O,,,,,8.4,,,
CC(C)OC(Cc1ccc(OCc2noc(-c3ccc(C(F)(F)F)cc3)n2)cc1)C(=O)O,,,,,7.6,,,
CC(C)OC(Cc1ccc(OCc2noc(-c3ccc(Cl)cc3)n2)cc1)C(=O)O,,,,,7.7,,,
CC(C)OC(Cc1ccc(OCc2noc(-c3ccc(F)cc3)n2)cc1)C(=O)O,,,,,6.7,,,
CC(C)OC(Cc1ccc(OCc2noc(-c3ccc(OC(F)(F)F)cc3)n2)cc1)C(=O)O,,,,,7.2,,,
CC(C)OC(Cc1ccc(OCc2noc(-c3cccc(F)c3)n2)cc1)C(=O)O,,,,,7.0,,,
CC(C)OC(Cc1ccc(OCc2noc(-c3ccccc3)n2)cc1)C(=O)O,,,,,7.1,,,
CC(C)OC(Cc1ccc(OCc2noc(C3CCCCC3)n2)cc1)C(=O)O,,,,,6.64,,,
CC(C)O[C@@H](Cc1ccc(OCc2noc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)cc1)C(=O)O,,,,,7.5,,,
CC(C)O[C@@H](Cc1ccc(OCc2noc(-c3ccc(C(C)C)cc3)n2)cc1)C(=O)O,,,,,8.4,,,
CC(C)O[C@H](Cc1ccc(OCc2noc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)cc1)C(=O)O,,,,,6.2,,,
CC(C)O[C@H]1CC[C@H](C(=O)N2Cc3cccnc3Nc3ccc(N4CC5CCC4CO5)cc32)OC1,,,4.75,,,,,
CC(C)Oc1cc(-c2noc(C34CCC(OCc5c(-c6c(Cl)cnn6C)noc5C5CC5)(CC3)CC4)n2)cc(C(=O)O)n1,,,,9.0,,,,
CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,,,6.05,,,,,
CC(C)Oc1cc(C#CC23CCC(OCc4c(-c5c(Cl)cncc5Cl)noc4C4CC4)(CC2)CC3)cc(C(=O)O)c1,,,,7.54,,,,
CC(C)Oc1cc(C(=O)O)nc2ccc(-c3ccc(OCc4c(-c5c(Cl)cccc5Cl)noc4C(C)C)cc3)cc12,,,,7.625,,,,
CC(C)Oc1cc(C(=O)O)nc2ccc(/C=C/C34CCC(OCc5c(-c6c(Cl)cncc6Cl)noc5C5CC5)(CC3)CC4)cc12,,,,9.0,,,,
CC(C)Oc1cc(C(=O)O)nc2ccc(C#CC34CCC(OCc5c(-c6c(Cl)cncc6Cl)noc5C5CC5)(CC3)CC4)cc12,,,,7.7,,,,
CC(C)Oc1cc(C(=O)O)nc2ccc(CCC34CCC(OCc5c(-c6c(Cl)cncc6Cl)noc5C5CC5)(CC3)CC4)cc12,,,,7.52,,,,
CC(C)Oc1cc(C(=O)O)nc2ccc(OCC34CCC(/C=C/c5c(-c6c(Cl)cncc6Cl)noc5C5CC5)(CC3)CO4)cc12,,,,7.27,,,,
CC(C)Oc1cc(CCC(=O)NS(=O)(=O)C2CCCCC2)n(Cc2ccc(Cl)cc2Cl)n1,,,,,6.82,,,
CC(C)Oc1cc(CCC(=O)NS(=O)(=O)Cc2ccccc2)n(Cc2ccc(Cl)cc2Cl)n1,,,,,6.58,,,
CC(C)Oc1cc(CCC(=O)NS(=O)(=O)c2ccccc2)n(Cc2ccc(Cl)cc2Cl)n1,,,,,6.96,,,
CC(C)Oc1cc(CCC(=O)NS(C)(=O)=O)n(Cc2ccc(Cl)cc2Cl)n1,,,,,6.35,,,
CC(C)Oc1cc(CCC(=O)O)n(Cc2ccc(Cl)cc2Cl)n1,,,,,6.3,,,
CC(C)Oc1cc(Cl)c2nc(C34CCC(OCc5c(-c6c(Cl)cncc6Cl)noc5C5CC5)(CC3)CC4)ccc2c1C(=O)O,,,,8.3,,,,
CC(C)Oc1cc(NC(=O)NCc2noc3c2COCC3)ccn1,4.84,3.03,,,,,,
CC(C)Oc1cc(OCC23CCC(OCc4c(-c5c(Cl)cncc5Cl)noc4C4CC4)(CC2)CC3)cc(C(=O)O)c1,,,,7.77,,,,
CC(C)Oc1ccc(-c2ccc(CC(=O)O)cc2)cc1C(F)(F)F,,,,,,,6.54,
CC(C)Oc1ccc(-c2cn(C3CCc4cccnc43)nn2)cn1,5.14,4.24,,,,,,
CC(C)Oc1ccc(C(=O)NC(C)(C2CC2)C(F)(F)F)cn1,5.24,1.81,,,,,,
CC(C)Oc1ccc(C(=O)NCc2ccc(NS(C)(=O)=O)cc2Cl)cc1,,,,6.4,,,,
CC(C)Oc1ccc(CNC(=O)c2ccc(C(C)(C)C)cc2)cc1,,,,6.77,,,,
CC(C)Oc1ccc(S(=O)(=O)N(C)C)cc1NS(=O)(=O)CCC(C)(C)C,5.59,3.77,,,,,,
CC(C)Oc1ccc(S(=O)(=O)Nc2cn(C)nc2C(F)F)cn1,4.57,5.32,,,,,,
CC(C)Oc1cccc(-c2ccc(C(=O)O)cc2)c1,,,,,,,4.97,
CC(C)Oc1ccccc1-c1nc(-c2cnccn2)no1,4.3,3.18,,,,,,
CC(C)Oc1ccccc1CC(=O)NC1CCN(Cc2ccccc2)C1=O,5.19,3.18,,,,,,
CC(C)Oc1ccnc(OCc2cn(-c3ccc(Cl)c(OC(F)F)c3)nn2)n1,,,,,,,6.3,
CC(C)Oc1cncc(C(=O)N2CC(C)OCC2c2ccccc2)c1,4.83,4.49,,,,,,
CC(C)S(=O)(=O)NC(=O)c1ccc(N2[C@@H]3CC[C@H]2C[C@@H](OC(=O)c2c(-c4c(Cl)cccc4Cl)noc2C2CC2)C3)cc1,,,,7.8,,,,
CC(C)S(=O)(=O)Nc1ccc(-c2cccc(N(CC34CCC(c5nc(C6CC6)no5)(CC3)CC4)C(=O)C34CC(F)(C3)C4)c2)cc1,,,,6.78,,,,
CC(C)S(=O)(=O)Nc1ccc(-c2cccc(N(CC34CCC(c5noc(C(C)(C)C)n5)(CC3)CC4)C(=O)C34CC(F)(C3)C4)c2)cc1,,,,6.56,,,,
CC(C)S(=O)(=O)Nc1ccc(CNC(=O)c2ccc(C(C)(C)C)cc2)c(Cl)c1,,,,6.38,,,,
CC(C)S(=O)(=O)c1cccc(Oc2ccc(Cl)c(-n3cnc4c(C(F)(F)F)cccc43)c2)c1,,,,,,8.4,,
CC(C)S(=O)(=O)c1cccc(Oc2cccc(-c3c(C(N)=O)cnc4c(C(F)(F)F)cccc34)c2)c1,,,,,,6.54,,
CC(C)S(=O)(=O)c1cccc(Oc2cccc(-c3ccnc4c(C(F)(F)F)cccc34)c2)c1,,,,,,8.62,,
CC(C)S(=O)(=O)c1ccccc1C(=O)N1CC2(CCC2)c2ccccc21,5.54,3.99,,,,,,
CC(C)S(=O)(=O)c1oc(-c2cccs2)nc1S(=O)(=O)c1ccccc1,,,,,,,,5.115
CC(C)S(=O)(=O)n1ccc2cc(C(=O)NCc3ccc(CS(=O)(=O)C4CC4)cc3C(F)(F)F)ccc21,,,,,5.98,,,
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3\C[C@@H](O)CC[C@@H]3C)CCC[C@]12C,,,5.21,,,,,
CC(C)[C@@H](C)C(=O)C[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,,,5.25,,
CC(C)[C@@H](C)CC(=O)[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,,,5.07,,
CC(C)[C@@H](C)C[C@H](O)[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,,,5.18,,
CC(C)[C@@H](C)[C@@H](O)C[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,,,5.09,,
CC(C)[C@@H](C)[C@@H]1O[C@H]1[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,,,5.82,,
CC(C)[C@@H](C)[C@H](O)C[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,,,4.8,,
CC(C)[C@@H](C)[C@H]1O[C@@H]1[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,,,5.39,,
CC(C)[C@@H](NC(=O)CC(C)(C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,,,5.695,,,,,
CC(C)[C@@H](NC(=O)CC1CC1)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,,,6.3,,,,,
CC(C)[C@@H](NC(=O)CCC(C)(C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,,,4.6,,,,,
CC(C)[C@@H](NC(=O)C[C@@H](C)O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,,,5.11,,,,,
CC(C)[C@@H](NC(=O)N[C@H]1CC[C@@H](O)C1)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,,,4.72,,,,,
CC(C)[C@@H](NC(=O)N[C@H]1CC[C@H](O)C1)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,,,5.24,,,,,
CC(C)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(Br)cc1)NC(=O)[C@@H](C)NC=O)C(=O)N[C@H](C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](CS(=O)(=O)O)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CCC(N)=O)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CC(N)=O)C(=O)N(C)CC(=O)O[C@@H]1C)C(C)(C)C,,,,5.3,,,,
CC(C)[C@@H](NC(=O)[C@@H]1CCC[C@@H]1N)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,,,5.07,,,,,
CC(C)[C@@H](NC(=O)[C@@H]1CCC[C@@H]1O)C(=O)N1CC[C@](O)(c2ccc(Cl)cc2)C(C)(C)C1,,,5.85,,,,,
CC(C)[C@@H](NC(=O)[C@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](C)NC=O)C(=O)N[C@H](C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](CS(=O)(=O)O)C(=O)N[C@H]1C(=O)N(C)[C@H](CCC(N)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H]([C@H](C)O)C(=O)N[C@H](CC(N)=O)C(=O)N(C)CC(=O)O[C@@H]1C)C(C)(C)C,,,,5.22,,,,
CC(C)[C@@H](O)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,,,,,,6.89,,
CC(C)[C@@H](O)C[C@@H](C)C1=C2C[C@H](O)[C@H]3[C@@]4(C)CCC(=O)C(C)(C)[C@@H]4CC[C@]3(C)[C@@]2(C)CC1,,,,5.18,,,,
CC(C)[C@@H]1C/C(=C\C=C2C[C@@H](O)C[C@H](O)C2)[C@@H](C)[C@H](c2cccc(OCCC(C)(C)O)c2)C1,,,,,,,,6.07
CC(C)[C@@H]1CC[C@@H](C)C[C@]1(O)CNS(=O)(=O)CCn1cccn1,4.78,,,,,,,
CC(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,,,,4.13,,,,
CC(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)C6CC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,,,,5.0,,,,
CC(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)C6CCC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,,,,5.39,,,,
CC(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)C6CCCC6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,,,,5.8,,,,
CC(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)c6ccc(F)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,,,,5.96,,,,
CC(C)[C@@H]1CC[C@]2(C(=O)NCC(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@@H](OC(=O)c6ccccc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,,,,5.96,,,,
CC(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@@H]3[C@H](CC[C@H]4[C@@]3(C)CC[C@H]3C(C)(C)[C@H](O)CC[C@]43C)[C@@H]12,,,,5.1,,,,
CC(C)[C@@H]1CN(C(=O)OCc2ccccc2)CCN1c1ncc(B2OC(C)(C)C(C)(C)O2)c(C(F)(F)F)n1,,,,,,8.05,,
CC(C)[C@@H]1CN(C(=O)c2ncn[nH]2)C[C@H]1NS(=O)(=O)N(C)C,3.24,,,,,,,
CC(C)[C@@H]1CN(c2cc(F)c(CO)c(S(C)(=O)=O)c2)CCN1c1ncc(C(N)=O)c(C(F)(F)F)n1,,,,,,6.05,,
CC(C)[C@@H]1CN(c2cc(F)c(CO)c(S(C)(=O)=O)c2)CCN1c1ncc(CO)c(C(F)(F)F)n1,,,,,,7.15,,
CC(C)[C@@H]1CN(c2cc(S(C)(=O)=O)c(CO)cc2F)CCN1c1ncc(C(N)=O)c(C(F)(F)F)n1,,,,,,5.9,,
CC(C)[C@@H]1CN(c2ccc(-c3ccc(C(F)(F)F)cc3)c(S(C)(=O)=O)c2)CCN1C(=O)OC(C)(C)C,,,,,,4.92,,
CC(C)[C@@H]1CN(c2ccc(-c3nc(C#N)cs3)c(S(C)(=O)=O)c2)CCN1c1ncc(CO)c(C(F)(F)F)n1,,,,,,6.71,,
CC(C)[C@@H]1CN(c2ccc(-c3nc(C(N)=O)co3)c(S(C)(=O)=O)c2)CCN1c1ncc(CO)c(C(F)(F)F)n1,,,,,,6.15,,
CC(C)[C@@H]1CN(c2ccc(C#N)c(S(C)(=O)=O)c2)CCN1C(=O)OC(C)(C)C,,,,,,4.75,,
CC(C)[C@@H]1CN(c2ccc(C#N)c(S(C)(=O)=O)c2)CCN1c1cc(C(F)(F)F)ccn1,,,,,,5.84,,
CC(C)[C@@H]1CN(c2ccc(C#N)c(S(C)(=O)=O)c2)CCN1c1ccc(C(F)(F)F)cn1,,,,,,5.58,,
